Country,B-G Namespace,Year,Air Quality Network,Air Quality Network Name,Timezone,Air Quality Station EoI Code,Air Quality Station Nat Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Longitude,Latitude,Altitude,Altitude Unit,Air Quality Station Area,Air Quality Station Type,Operational Activity Begin,Operational Activity End,Sample Id,Inlet Height,Inlet Height Unit,Building Distance,Building Distance Unit,Kerb Distance,Kerb Distance Unit,Distance Source,Distance Source Unit,Main Emission Sources,Heating Emissions,Heating Emissions Unit,Mobile,Traffic Emissions,Traffic Emissions Unit,Industrial Emissions,Industrial Emissions Unit,Municipality,Dispersion Local,Dispersion Regional,Distance Junction,Distance Junction Unit,Heavy Duty Fraction,Height Facades,Street Width,Traffic Speed,Traffic Volume,Process Id,Process Activity Begin,Process Activity End,Measurement Type,Measurement Method,Other Measurement Method,Measurement Equipment,Other Measurement Equipment,Sampling Method,Other Sampling Method,Analytical Technique,Other Analytical Technique,Equivalence Demonstrated,Demonstration Report,Detection Limit,Detection Limit Unit,Documentation,QA Report,Duration,Duration Unit,Cadence,Cadence Unit,Source Data URL,Imported
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0083A","Vn5","AMS Chaika - Varna","SPO-BG0083A_00001_100","SO2","27.936000000","43.2173","51.0","m","urban","background","01/01/2018 00:00:00","","SPO_F-BG0083A_00001_100_100","3.0","m","20.0","m","5.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_A_UV-FL_92206","","","automatic","UV-FL","","other","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:81470","1","hour","1","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0083A","Vn5","AMS Chaika - Varna","SPO-BG0083A_00005_100","PM10","27.936000000","43.2173","51.0","m","urban","background","01/01/2018 00:00:00","","SPO_F-BG0083A_00005_100_100","3.0","m","20.0","m","5.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_N_gravi_tecora","","","active","","","","","","","gravi","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:87403","1","day","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0083A","Vn5","AMS Chaika - Varna","SPO-BG0083A_00008_100","NO2","27.936000000","43.2173","51.0","m","urban","background","01/01/2018 00:00:00","","SPO_F-BG0083A_00008_100_100","3.0","m","20.0","m","5.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_A_chemi_92312","","","automatic","chemi","","other","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:81467","1","hour","1","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0083A","Vn5","AMS Chaika - Varna","SPO-BG0083A_00010_100","CO","27.936000000","43.2173","51.0","m","urban","background","01/01/2018 00:00:00","","SPO_F-BG0083A_00010_100_100","3.0","m","20.0","m","5.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_A_NDIR_horibaAPMA370","","","automatic","NDIR","","horibaAPMA370","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:81475","1","hour","1","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0083A","Vn5","AMS Chaika - Varna","SPO-BG0083A_00020_100","C6H6","27.936000000","43.2173","51.0","m","urban","background","01/01/2018 00:00:00","","SPO_F-BG0083A_00020_100_100","3.0","m","20.0","m","5.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_A_51411GC855BTX-600","","","automatic","","","GC855BTX-600","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:90540","1","hour","15","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0083A","Vn5","AMS Chaika - Varna","SPO-BG0083A_00038_100","NO","27.936000000","43.2173","51.0","m","urban","background","01/01/2018 00:00:00","","SPO_F-BG0083A_00038_100_100","3.0","m","20.0","m","5.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_A_chemi_92312","","","automatic","chemi","","other","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:81467","1","hour","1","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0083A","Vn5","AMS Chaika - Varna","SPO-BG0083A_05012_100","Pb in PM10","27.936000000","43.2173","51.0","m","urban","background","01/07/2019 00:00:00","","SPO_F-BG0083A_05012_100_100","3.0","m","20.0","m","5.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_N_ICP-MS_06847","","","active","","","","","","","ICP-MS","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:51845","24","hour","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0083A","Vn5","AMS Chaika - Varna","SPO-BG0083A_05014_100","Cd in PM10","27.936000000","43.2173","51.0","m","urban","background","01/07/2019 00:00:00","","SPO_F-BG0083A_05014_100_100","3.0","m","20.0","m","5.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_N_ICP-MS_06847","","","active","","","","","","","ICP-MS","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:51845","24","hour","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0083A","Vn5","AMS Chaika - Varna","SPO-BG0083A_05015_100","Ni in PM10","27.936000000","43.2173","51.0","m","urban","background","01/01/2018 00:00:00","","SPO_F-BG0083A_05015_100_100","3.0","m","20.0","m","5.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_N_ICP-MS_06847","","","active","","","","","","","ICP-MS","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:51845","24","hour","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0083A","Vn5","AMS Chaika - Varna","SPO-BG0083A_05018_100","As in PM10","27.936000000","43.2173","51.0","m","urban","background","01/01/2018 00:00:00","","SPO_F-BG0083A_05018_100_100","3.0","m","20.0","m","5.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_N_ICP-MS_06847","","","active","","","","","","","ICP-MS","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:51845","24","hour","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0083A","Vn5","AMS Chaika - Varna","SPO-BG0083A_05029_100","BaP in PM10","27.936000000","43.2173","51.0","m","urban","background","01/01/2018 00:00:00","","SPO_F-BG0083A_05029_100_100","3.0","m","20.0","m","5.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_N_GC-MS_06861","","","active","","","","","","","GC-MS","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:74730","24","hour","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0081A","Vd3","AMS Vidin 2","SPO-BG0081A_00001_100","SO2","22.867600000","43.9989","35.0","m","urban","background","10/11/2017 00:00:00","","SPO_F-BG0081A_00001_100_100","3.0","m","30.0","m","25.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_A_UV-FL_thermo43i","","","automatic","UV-FL","","thermo43i","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:81470","1","hour","1","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0081A","Vd3","AMS Vidin 2","SPO-BG0081A_00005_100","PM10","22.867600000","43.9989","35.0","m","urban","background","10/11/2017 00:00:00","","SPO_F-BG0081A_00005_100_100","3.0","m","30.0","m","25.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_A_BETA_thermo5030SHARP","","","automatic","BETA","","thermo5030SHARP","","","","","","yes","http://www.aces.su.se/reflab/wp-content/uploads/2016/11/Demonstration_of_Equivalence_of_Ambient_Air_Monitoring.pdf","","","","https://bds-bg.org/bg/project/show/bds:proj:98388","1","day","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0080A","","AMS Center-Pernik","SPO-BG0080A_00001_500","SO2","23.032200000","42.6103","0.0","m","urban","background","02/11/2015 00:00:00","","SPO_F-BG0080A_00001_500_500","3.0","m","14.0","m","2.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_A_UV-FL_horibaAPSA370","","","automatic","UV-FL","","horibaAPSA370","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:81470","1","hour","1","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0080A","","AMS Center-Pernik","SPO-BG0080A_00001_500","SO2","23.032200000","42.6103","0.0","m","urban","background","02/11/2015 00:00:00","","SPO_F-BG0080A_00001_500_500","3.0","m","14.0","m","2.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_A_UV-FL_thermo43i","","","automatic","UV-FL","","thermo43i","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:81470","1","hour","1","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0080A","","AMS Center-Pernik","SPO-BG0080A_00005_100","PM10","23.032200000","42.6103","0.0","m","urban","background","02/11/2015 00:00:00","","SPO_F-BG0080A_00005_500_500","3.0","m","14.0","m","2.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_A_BETA_andersenFH62IR","","","automatic","BETA","","andersenFH62IR","","","","","","yes","http://www.aces.su.se/reflab/wp-content/uploads/2016/11/Demonstration_of_Equivalence_of_Ambient_Air_Monitoring.pdf","","","","https://bds-bg.org/bg/project/show/bds:proj:98388","1","day","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0080A","","AMS Center-Pernik","SPO-BG0080A_00008_500","NO2","23.032200000","42.6103","0.0","m","urban","background","02/11/2015 00:00:00","","SPO_F-BG0080A_00008_500_500","3.0","m","14.0","m","2.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_A_chemi_horibaAPNA370","","","automatic","chemi","","horibaAPNA370","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:81467","1","hour","1","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0080A","","AMS Center-Pernik","SPO-BG0080A_00008_500","NO2","23.032200000","42.6103","0.0","m","urban","background","02/11/2015 00:00:00","","SPO_F-BG0080A_00008_500_500","3.0","m","14.0","m","2.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_A_chemi_thermo42i","","","automatic","chemi","","thermo42i","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:81467","1","hour","1","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0080A","","AMS Center-Pernik","SPO-BG0080A_00010_500","CO","23.032200000","42.6103","0.0","m","urban","background","02/11/2015 00:00:00","","SPO_F-BG0080A_00010_500_500","3.0","m","14.0","m","2.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_A_NDIR_thermo48i","","","automatic","NDIR","","thermo48i","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:81475","1","hour","1","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0080A","","AMS Center-Pernik","SPO-BG0080A_00038_500","NO","23.032200000","42.6103","0.0","m","urban","background","02/11/2015 00:00:00","","SPO_F-BG0080A_00038_500_500","3.0","m","14.0","m","2.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_A_chemi_horibaAPNA370","","","automatic","chemi","","horibaAPNA370","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:81467","1","hour","1","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0080A","","AMS Center-Pernik","SPO-BG0080A_00038_500","NO","23.032200000","42.6103","0.0","m","urban","background","02/11/2015 00:00:00","","SPO_F-BG0080A_00038_500_500","3.0","m","14.0","m","2.0","m","","","Fugitive Emissions from Fuels","","","0","","","","","","","","","","","","","","","SPP-BG_A_chemi_thermo42i","","","automatic","chemi","","thermo42i","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:81467","1","hour","1","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0079A","","AMS Mladost-Sofia","SPO-BG0079A_00001_100","SO2","23.383300000","42.6555","0.0","m","urban","traffic","28/10/2015 00:00:00","","SPO_F-BG0079A_00001_100_100","3.0","m","25.0","m","65.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP-BG_A_UV-FL_thermo43i","","","automatic","UV-FL","","thermo43i","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:81470","1","hour","1","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0079A","","AMS Mladost-Sofia","SPO-BG0079A_00005_100","PM10","23.383300000","42.6555","0.0","m","urban","traffic","28/10/2015 00:00:00","","SPO_F-BG0079A_00005_100_100","3.0","m","25.0","m","65.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP-BG_A_BETA_thermo5030SHARP","","","automatic","BETA","","thermo5030SHARP","","","","","","yes","http://www.aces.su.se/reflab/wp-content/uploads/2016/11/Demonstration_of_Equivalence_of_Ambient_Air_Monitoring.pdf","","","","https://bds-bg.org/bg/project/show/bds:proj:98388","1","day","24","hour","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0079A","","AMS Mladost-Sofia","SPO-BG0079A_00008_100","NO2","23.383300000","42.6555","0.0","m","urban","traffic","28/10/2015 00:00:00","","SPO_F-BG0079A_00008_100_100","3.0","m","25.0","m","65.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP-BG_A_chemi_thermo42i","","","automatic","chemi","","thermo42i","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:81467","1","hour","1","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0079A","","AMS Mladost-Sofia","SPO-BG0079A_00010_100","CO","23.383300000","42.6555","0.0","m","urban","traffic","28/10/2015 00:00:00","","SPO_F-BG0079A_00010_100_100","3.0","m","25.0","m","65.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP-BG_A_NDIR_thermo48i","","","automatic","NDIR","","thermo48i","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:81475","1","hour","1","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0079A","","AMS Mladost-Sofia","SPO-BG0079A_00020_100","C6H6","23.383300000","42.6555","0.0","m","urban","traffic","28/10/2015 00:00:00","","SPO_F-BG0079A_00020_100_100","3.0","m","25.0","m","65.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP_BG_A_Environment_VOC72M","","","automatic","GC-MS","BDS EN 14662-3:2015","VOC72M","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:90540","1","hour","15","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
"Bulgaria","BG.BG-ExEA.AQ","2022","NET-BG001A","National air network","UTC+02","BG0079A","","AMS Mladost-Sofia","SPO-BG0079A_00020_100","C6H6","23.383300000","42.6555","0.0","m","urban","traffic","28/10/2015 00:00:00","","SPO_F-BG0079A_00020_100_100","3.0","m","25.0","m","65.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP-BG_A_51411GC855BTX-600","","","automatic","","","GC855BTX-600","","","","","","ref","","","","","https://bds-bg.org/bg/project/show/bds:proj:90540","1","hour","15","minute","http://cdr.eionet.europa.eu/bg/eu/aqd/d/envzo7uq/DataFlowD2022.xml","21/08/2024 02:13:58"
